"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3851","verifySearchFunctionality","UI Suite","2026-08-09","failed","2026-08-09","seleniumtestng.functionality.SearchFunctionalityTest","Functional","seleniumtestng.functionality.SearchFunctionalityTest","verifySearchFunctionality"
"","4444","verifySearchFunctionality","UI Suite","2026-08-09","passed","2026-08-09","seleniumtestng.functionality.SearchFunctionalityTest","Functional","seleniumtestng.functionality.SearchFunctionalityTest","verifySearchFunctionality"
"","9968","successfullSearchAndContactFlowTest","UI Suite","2026-08-09","passed","2026-08-09","seleniumtestng.e2e.SearchAndContactTest","E2E","seleniumtestng.e2e.SearchAndContactTest","successfullSearchAndContactFlowTest"
"","4051","searchForNonExistentPropertyTest","UI Suite","2026-08-09","failed","2026-08-09","seleniumtestng.functionality.SearchFunctionalityTest","Functional","seleniumtestng.functionality.SearchFunctionalityTest","searchForNonExistentPropertyTest"
"","4084","verifySearchFunctionality","UI Suite","2026-08-09","failed","2026-08-09","seleniumtestng.functionality.SearchFunctionalityTest","Functional","seleniumtestng.functionality.SearchFunctionalityTest","verifySearchFunctionality"
"","4959","emptyRequiredFieldsValidationTest","UI Suite","2026-08-09","passed","2026-08-09","seleniumtestng.validation.ContactFormValidationTest","Validation","seleniumtestng.validation.ContactFormValidationTest","emptyRequiredFieldsValidationTest"
"","5539","Invalid email or phone shows proper error","","2026-08-09","passed","2026-08-09","","Contact form - invalid inputs (email/phone)","Invalid email or phone shows proper error",""
"","6384","invalidEmailFormatValidationTest","UI Suite","2026-08-09","passed","2026-08-09","seleniumtestng.validation.ContactFormValidationTest","Validation","seleniumtestng.validation.ContactFormValidationTest","invalidEmailFormatValidationTest"
"  As a visitor
  I want to submit the contact form without filling any fields
  So that I can see proper validation error messages","6062","Submit form with empty required fields","","2026-08-09","passed","2026-08-09","","Contact form validation - empty required fields","Submit form with empty required fields",""
"","5705","Submit form with valid data (without real submit)","","2026-08-09","passed","2026-08-09","","Contact form validation (Happy path only)","Submit form with valid data (without real submit)",""
